Tow Date,Make,Style,Model,Color,Plate,State,Towed to Address,Tow Facility Phone,Inventory Number
11/30/2014,OLDS,4D,,GRY,S770920,IL,10300 S. Doty,(773) 568-8495,2751091
11/30/2014,OLDS,VN,,GRN,R484761,IL,701 N. Sacramento,(773) 265-7605,6799237
11/30/2014,PLYM,4D,,WHI,S933621,IL,10300 S. Doty,(773) 568-8495,2751078
11/30/2014,PONT,2D,,BLU,V507534,IL,701 N. Sacramento,(773) 265-7605,6799241
11/30/2014,PONT,4D,,WHI,S446690,IL,10300 S. Doty,(773) 568-8495,2751088
11/30/2014,PONT,VN,TK,TAN,S486929,IL,701 N. Sacramento,(773) 265-7605,6799215
11/30/2014,TOYT,4D,,TAN,P354139,IL,701 N. Sacramento,(773) 265-7605,6799262
11/30/2014,VOLK,4D,,SIL,R491873,IL,701 N. Sacramento,(773) 265-7605,6799228
11/30/2014,VOLV,LL,,WHI,,IL,701 N. Sacramento,(773) 265-7605,6799210
11/29/2014,BUIC,4D,,WHI,V130140,IL,10300 S. Doty,(773) 568-8495,2750992
11/29/2014,BUIC,4D,,SIL,N563634,IL,10300 S. Doty,(773) 568-8495,2751052
11/29/2014,CADI,4D,,WHI,R379430,IL,701 N. Sacramento,(773) 265-7605,6799194
11/29/2014,CADI,4D,,RED,H923280,IL,701 N. Sacramento,(773) 265-7605,6799201
11/29/2014,CADI,4D,,WHI,1133831,IL,701 N. Sacramento,(773) 265-7605,6799202
11/29/2014,CADI,4D,,BLK,S239796,IL,10300 S. Doty,(773) 568-8495,2751018
11/29/2014,CADI,4D,,SIL,V165248,IL,10300 S. Doty,(773) 568-8495,2751000
11/29/2014,CHEV,4D,,SIL,S491327,IL,701 N. Sacramento,(773) 265-7605,6799161
11/29/2014,CHEV,4D,,MAR,K721207,IL,701 N. Sacramento,(773) 265-7605,6799163
11/29/2014,CHEV,4D,,RED,P657529,IL,701 N. Sacramento,(773) 265-7605,6799162
11/29/2014,CHEV,LL,,GRY,K817454,IL,10300 S. Doty,(773) 568-8495,2751026
11/29/2014,CHEV,LL,TK,GRY,695R105,IL,701 N. Sacramento,(773) 265-7605,6799159
11/29/2014,CHEV,LL,,BLK,R499109,IL,701 N. Sacramento,(773) 265-7605,6799170
11/29/2014,CHEV,PK,TK,GLD,183935EN,IL,701 N. Sacramento,(773) 265-7605,6799183
11/29/2014,CHEV,VN,,MAR,493CC,IN,10300 S. Doty,(773) 568-8495,2750981
11/29/2014,CHEV,VN,,GRY,R423757,IL,10300 S. Doty,(773) 568-8495,2750993
11/29/2014,CHEV,VN,TK,WHI,N231787,IL,10300 S. Doty,(773) 568-8495,2751062
11/29/2014,CHRY,VN,,PLE,V685917,IL,701 N. Sacramento,(773) 265-7605,6799166
11/29/2014,CHRY,VN,,MAR,L448640,IL,10300 S. Doty,(773) 568-8495,2751013
11/29/2014,DAEW,4D,,WHI,V148934,IL,10300 S. Doty,(773) 568-8495,2751046
11/29/2014,DODG,4D,,BLU,V960996,IL,701 N. Sacramento,(773) 265-7605,6799173
11/29/2014,DODG,4D,,GRY,R257186,IL,701 N. Sacramento,(773) 265-7605,6799165
11/29/2014,DODG,LL,,SIL,S340563,IL,701 N. Sacramento,(773) 265-7605,6799177
11/29/2014,DODG,LL,TK,WHI,1424404B,IL,10300 S. Doty,(773) 568-8495,2750989
11/29/2014,DODG,LL,,BLK,1609602,IL,10300 S. Doty,(773) 568-8495,2750991
11/29/2014,DODG,LL,,GRN,335R812,IL,701 N. Sacramento,(773) 265-7605,6799151
11/29/2014,DODG,VN,,PLE,MCINIS3,IL,10300 S. Doty,(773) 568-8495,2750990
11/29/2014,DODG,VN,,GLD,G785090,IL,10300 S. Doty,(773) 568-8495,2750988
11/29/2014,FORD,4D,,WHI,V182269,IL,10300 S. Doty,(773) 568-8495,2751025
11/29/2014,FORD,4D,,SIL,N650055,IL,701 N. Sacramento,(773) 265-7605,6799172
11/29/2014,FORD,4D,,GRY,V600294,IL,10300 S. Doty,(773) 568-8495,2750980
11/29/2014,FORD,4D,,RED,BOWL956,IL,10300 S. Doty,(773) 568-8495,2751060
11/29/2014,FORD,VN,TK,SIL,V240473,IL,10300 S. Doty,(773) 568-8495,2751047
11/29/2014,GMC,LL,,GRY,751R162,IL,400 E. Lower Wacker,(312) 744-7550,917698
11/29/2014,GMC,LL,,BLK,365R952,IL,10300 S. Doty,(773) 568-8495,2751055
11/29/2014,GMC,PK,TK,RED,,IL,10300 S. Doty,(773) 568-8495,2751054
11/29/2014,HOND,4D,,WHI,723R549,IL,10300 S. Doty,(773) 568-8495,2750987
11/29/2014,HOND,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2751006
11/29/2014,HOND,4D,,GRN,,IL,701 N. Sacramento,(773) 265-7605,6799196
11/29/2014,HYUN,4D,,RED,L385659,IL,10300 S. Doty,(773) 568-8495,2751027
11/29/2014,HYUN,LL,TK,RED,X916029,IL,10300 S. Doty,(773) 568-8495,2751061
11/29/2014,JEEP,LL,,BLK,996P679,IL,701 N. Sacramento,(773) 265-7605,6799176
11/29/2014,JEEP,LL,TK,GRN,V598184,IL,10300 S. Doty,(773) 568-8495,2751058
11/29/2014,JEEP,LL,,WHI,N250572,IL,701 N. Sacramento,(773) 265-7605,6799157
11/29/2014,JEEP,LL,,SIL,S144059,IL,701 N. Sacramento,(773) 265-7605,6799167
11/29/2014,MERC,4D,,SIL,N852244,IL,701 N. Sacramento,(773) 265-7605,6799188
11/29/2014,MERC,4D,,RED,V599006,IL,10300 S. Doty,(773) 568-8495,2751033
11/29/2014,MERC,LL,,BLK,R478208,IL,10300 S. Doty,(773) 568-8495,2751019
11/29/2014,NISS,4D,,MAR,R800758,IL,10300 S. Doty,(773) 568-8495,2751049
11/29/2014,NISS,4T,,BLK,P876561,IL,10300 S. Doty,(773) 568-8495,2751056
11/29/2014,PLYM,VN,,WHI,S796788,IL,10300 S. Doty,(773) 568-8495,2751041
11/29/2014,PONT,2D,,GRN,L710341,IL,10300 S. Doty,(773) 568-8495,2751030
11/29/2014,PONT,4D,,SIL,X726168,IL,10300 S. Doty,(773) 568-8495,2751001
11/29/2014,PONT,4D,,BLK,V602397,IL,10300 S. Doty,(773) 568-8495,2751012
11/29/2014,TOYT,4D,,RED,R133546,IL,10300 S. Doty,(773) 568-8495,2751028
11/29/2014,VOLK,4D,,SIL,V751100,IL,10300 S. Doty,(773) 568-8495,2751002
11/28/2014,BUIC,4D,,TAN,V165386,IL,10300 S. Doty,(773) 568-8495,2750927
11/28/2014,BUIC,4D,,GRY,489R645,IL,10300 S. Doty,(773) 568-8495,2750978
11/28/2014,BUIC,4D,,RED,E378236,IL,10300 S. Doty,(773) 568-8495,2750963
11/28/2014,BUIC,4D,,GRY,V752685,IL,701 N. Sacramento,(773) 265-7605,6799138
11/28/2014,BUIC,4D,,WHI,N914807,IL,10300 S. Doty,(773) 568-8495,2750905
11/28/2014,BUIC,4D,,GRY,P124574,IL,10300 S. Doty,(773) 568-8495,2750967
11/28/2014,CADI,2D,,GRY,H184165,IL,10300 S. Doty,(773) 568-8495,2750919
11/28/2014,CADI,4D,,SIL,W-242380,IL,10300 S. Doty,(773) 568-8495,2750954
11/28/2014,CHEV,2D,,WHI,9732520,IL,10300 S. Doty,(773) 568-8495,2750917
11/28/2014,CHEV,2D,,MAR,V535942,IL,10300 S. Doty,(773) 568-8495,2750940
11/28/2014,CHEV,4D,,SIL,N756329,IL,701 N. Sacramento,(773) 265-7605,6799117
11/28/2014,CHEV,4D,,SIL,R134029,IL,10300 S. Doty,(773) 568-8495,2750925
11/28/2014,CHEV,4D,,BLU,S922631,IL,10300 S. Doty,(773) 568-8495,2750950
11/28/2014,CHEV,4D,,RED,S894169,IL,10300 S. Doty,(773) 568-8495,2750962
11/28/2014,CHEV,4D,,GRN,WDX859,IN,10300 S. Doty,(773) 568-8495,2750929
11/28/2014,CHEV,4D,,BLU,K932594,IL,10300 S. Doty,(773) 568-8495,2750922
11/28/2014,CHEV,LL,,GRN,V434117,IL,701 N. Sacramento,(773) 265-7605,6799125
11/28/2014,CHEV,LL,,YEL,S941724,IL,10300 S. Doty,(773) 568-8495,2750935
11/28/2014,CHEV,LL,TK,GRN,SB5R3W,MO,701 N. Sacramento,(773) 265-7605,6799139
11/28/2014,CHEV,LL,,WHI,C709208,IL,701 N. Sacramento,(773) 265-7605,6799134
11/28/2014,CHEV,VN,,MAR,H715386,IL,400 E. Lower Wacker,(312) 744-7550,2750937
11/28/2014,CHEV,VN,TK,MAR,V483691,IL,701 N. Sacramento,(773) 265-7605,6799143
11/28/2014,CHEV,VN,,BLU,X472249,IL,10300 S. Doty,(773) 568-8495,2750961
11/28/2014,CHEV,VN,,BLU,V609120,IL,10300 S. Doty,(773) 568-8495,2750918
11/28/2014,CHRY,2D,,GLD,V441781,IL,10300 S. Doty,(773) 568-8495,2750915
11/28/2014,CHRY,4D,,BLK,BJJ4759,NC,10300 S. Doty,(773) 568-8495,2750939
11/28/2014,CHRY,VN,,TAN,V506912,IL,701 N. Sacramento,(773) 265-7605,6799120
11/28/2014,DODG,4D,,WHI,1310401,IL,10300 S. Doty,(773) 568-8495,2750906
11/28/2014,DODG,4D,,GRY,S130173,IL,10300 S. Doty,(773) 568-8495,2750960
11/28/2014,DODG,LL,,BLK,1353155B,IL,10300 S. Doty,(773) 568-8495,2750924
11/28/2014,DODG,PK,TK,BLK,55049Z,IL,10300 S. Doty,(773) 568-8495,2750912
11/28/2014,DODG,VN,TK,GRY,444R481,IL,701 N. Sacramento,(773) 265-7605,6799140
11/28/2014,DODG,VN,TK,BLU,S978166,IL,701 N. Sacramento,(773) 265-7605,6799145
11/28/2014,FORD,LL,TK,BLU,641R731,IL,701 N. Sacramento,(773) 265-7605,6799106
11/28/2014,FORD,LL,,TAN,82458FF,IL,701 N. Sacramento,(773) 265-7605,6799118
11/28/2014,FORD,PK,,RED,1475822B,IL,701 N. Sacramento,(773) 265-7605,6799104
11/28/2014,GMC,2D,,ONG,S870321,IL,10300 S. Doty,(773) 568-8495,2750901
11/28/2014,GMC,LL,,RED,R429340,IL,10300 S. Doty,(773) 568-8495,2750934
11/28/2014,GMC,VN,TK,WHI,30999Z-B,IL,10300 S. Doty,(773) 568-8495,2750941
11/28/2014,HOND,4D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2750974
11/28/2014,HOND,VN,,GLD,V495193,IL,10300 S. Doty,(773) 568-8495,2750971
11/28/2014,HYUN,2T,,RED,E143761,IL,10300 S. Doty,(773) 568-8495,2750953
11/28/2014,HYUN,LL,TK,MAR,,,701 N. Sacramento,(773) 265-7605,6799141
11/28/2014,HYUN,LL,,WHI,,IL,701 N. Sacramento,(773) 265-7605,6799129
11/28/2014,ISU,LL,,WHI,R490472,IL,701 N. Sacramento,(773) 265-7605,6799109
11/28/2014,JEEP,LL,TK,GRY,S495510,IL,701 N. Sacramento,(773) 265-7605,6799124
11/28/2014,JEEP,LL,,GRN,S949613,IL,701 N. Sacramento,(773) 265-7605,6799101
11/28/2014,JEEP,LL,,GRN,N639833,IL,10300 S. Doty,(773) 568-8495,2750969
11/28/2014,LINC,4D,,TAN,L424644,IL,10300 S. Doty,(773) 568-8495,2750933
11/28/2014,MERC,4D,,SIL,V133704,IL,10300 S. Doty,(773) 568-8495,2750928
11/28/2014,MITS,2T,,YEL,,,701 N. Sacramento,(773) 265-7605,6799136
11/28/2014,MITS,4D,,BLK,E145497,IL,10300 S. Doty,(773) 568-8495,2750972
11/28/2014,OLDS,4D,,SIL,R483427,IL,10300 S. Doty,(773) 568-8495,2750936
11/28/2014,PLYM,VN,,GRN,,IL,701 N. Sacramento,(773) 265-7605,6799108
11/28/2014,PONT,2T,,RED,S883822,IL,10300 S. Doty,(773) 568-8495,2750946
11/28/2014,PONT,4D,,BLK,R983220,IL,10300 S. Doty,(773) 568-8495,2750913
11/28/2014,SATR,4D,,GRY,V164701,IL,701 N. Sacramento,(773) 265-7605,6799146
11/28/2014,TOYT,4D,,GRN,L304279,IL,10300 S. Doty,(773) 568-8495,2750944
11/28/2014,TOYT,4D,,BLK,E183720,IL,701 N. Sacramento,(773) 265-7605,6799144
11/28/2014,TOYT,4D,,GRY,N669649,IL,10300 S. Doty,(773) 568-8495,2750910
11/28/2014,TOYT,,,,R940114,IL,10300 S. Doty,(773) 568-8495,2750975
11/27/2014,BUIC,4D,,GLD,232BGG,IN,701 N. Sacramento,(773) 265-7605,6799069
11/27/2014,CADI,,,,E144173,IL,10300 S. Doty,(773) 568-8495,2750851
11/27/2014,CHEV,2D,,GRN,,IL,10300 S. Doty,(773) 568-8495,2750870
11/27/2014,CHEV,2D,,BLK,H255071,IL,701 N. Sacramento,(773) 265-7605,6799088
11/27/2014,CHEV,2D,,RED,7GHF06,MI,400 E. Lower Wacker,(312) 744-7550,917625
11/27/2014,CHEV,2D,,TAN,V736232,IL,10300 S. Doty,(773) 568-8495,2750857
11/27/2014,CHEV,4D,,GRN,R458618,IL,10300 S. Doty,(773) 568-8495,2750862
11/27/2014,CHEV,4D,,TAN,E216075,IL,701 N. Sacramento,(773) 265-7605,6799055
11/27/2014,CHEV,4D,CAV,BLK,V827158,IL,10300 S. Doty,(773) 568-8495,2750893
11/27/2014,CHEV,4D,SUB,SIL,R657397,IL,10300 S. Doty,(773) 568-8495,2750885
11/27/2014,CHEV,LL,BLZ,BLK,R446369,IL,701 N. Sacramento,(773) 265-7605,6799089
11/27/2014,CHEV,VN,,WHI,N181737,IL,701 N. Sacramento,(773) 265-7605,6799059
11/27/2014,CHRY,VN,TNC,WHI,S891454,IL,10300 S. Doty,(773) 568-8495,2750889
11/27/2014,CHRY,VN,,SIL,V408451,IL,701 N. Sacramento,(773) 265-7605,6799078
11/27/2014,DODG,4D,,BLK,L606855,IL,10300 S. Doty,(773) 568-8495,2750880
11/27/2014,DODG,LL,DAK,BLU,1385534,IL,10300 S. Doty,(773) 568-8495,2750877
11/27/2014,DODG,LL,,WHI,,IL,10300 S. Doty,(773) 568-8495,2750887
11/27/2014,DODG,PK,,RED,85175DB,IL,10300 S. Doty,(773) 568-8495,2750860
11/27/2014,DODG,VN,CVN,BRO,V509784,IL,701 N. Sacramento,(773) 265-7605,6799098
11/27/2014,FORD,4D,,BLK,S778651,IL,10300 S. Doty,(773) 568-8495,2750865
11/27/2014,FORD,4D,,RED,L835275,IL,10300 S. Doty,(773) 568-8495,2750842
11/27/2014,FORD,LL,,RED,,IL,10300 S. Doty,(773) 568-8495,2750839
11/27/2014,FORD,LL,TK,WHI,V617056,IL,10300 S. Doty,(773) 568-8495,2750871
11/27/2014,FORD,LL,,RED,L740256,IL,10300 S. Doty,(773) 568-8495,2750861
11/27/2014,FORD,VN,TK,WHI,V513269,IL,10300 S. Doty,(773) 568-8495,2750874
11/27/2014,HOND,2D,,RED,S234691,IL,10300 S. Doty,(773) 568-8495,2750845
11/27/2014,HOND,4D,,BLK,K943152,D1,10300 S. Doty,(773) 568-8495,2750844
11/27/2014,HOND,4D,,WHI,3119198,IL,701 N. Sacramento,(773) 265-7605,6799071
11/27/2014,HOND,4D,,BLK,R470961,IL,10300 S. Doty,(773) 568-8495,2750872
11/27/2014,HOND,VN,,,V827568,IL,10300 S. Doty,(773) 568-8495,2750847
11/27/2014,LEXS,2D,,RED,,IL,10300 S. Doty,(773) 568-8495,2750830
11/27/2014,LEXS,4D,,RED,,IL,10300 S. Doty,(773) 568-8495,2750843
11/27/2014,LINC,4D,CON,WHI,269WMT,WI,701 N. Sacramento,(773) 265-7605,6799099
11/27/2014,MAZD,4D,,MAR,R224668,IL,400 E. Lower Wacker,(312) 744-7550,917603
11/27/2014,MERC,4D,,BLK,V134872,IL,10300 S. Doty,(773) 568-8495,2750850
11/27/2014,MERC,4D,,BLU,S220016,IL,701 N. Sacramento,(773) 265-7605,6799052
11/27/2014,MITS,LL,,BLU,5773303,IL,701 N. Sacramento,(773) 265-7605,6799067
11/27/2014,NISS,4D,,BLK,6342874,IL,701 N. Sacramento,(773) 265-7605,6799072
11/27/2014,OLDS,4D,,WHI,P756871,IL,10300 S. Doty,(773) 568-8495,2750881
11/27/2014,OLDS,VN,,BLU,E184789,IL,701 N. Sacramento,(773) 265-7605,6799095
11/27/2014,PLYM,VN,VOY,BLU,N647988,IL,10300 S. Doty,(773) 568-8495,2750878
11/27/2014,PONT,2D,,RED,S904578,IL,701 N. Sacramento,(773) 265-7605,6799083
11/27/2014,PONT,4D,,SIL,S817585,IL,701 N. Sacramento,(773) 265-7605,6799051
11/27/2014,PONT,4D,,BLU,S481425,IL,701 N. Sacramento,(773) 265-7605,6799092
11/27/2014,SATR,2D,,BLU,S797667,IL,701 N. Sacramento,(773) 265-7605,6799068
11/27/2014,TOYT,4D,,DGR,V526650,IL,10300 S. Doty,(773) 568-8495,2750848
11/27/2014,TOYT,4D,CAM,GRN,S880976,IL,10300 S. Doty,(773) 568-8495,2750884
11/27/2014,TOYT,4D,,GLD,P576332,IL,701 N. Sacramento,(773) 265-7605,6799053
11/27/2014,VOLV,4D,S70,BLU,V827586,IL,10300 S. Doty,(773) 568-8495,2750879
11/26/2014,BUIC,4D,,BLU,N753054,IL,10300 S. Doty,(773) 568-8495,2750790
11/26/2014,BUIC,4D,,TAN,S228935,IL,10300 S. Doty,(773) 785-9752,1714885
11/26/2014,BUIC,4D,,SIL,N582199,IL,701 N. Sacramento,(773) 265-7605,6799021
11/26/2014,CADI,4D,,RED,S914328,IL,10300 S. Doty,(773) 568-8495,2750774
11/26/2014,CADI,4D,TK,BLK,455P851,IL,701 N. Sacramento,(773) 265-7605,6799004
11/26/2014,CHEV,2D,,BLU,S903611,IL,10300 S. Doty,(773) 568-8495,2750800
11/26/2014,CHEV,2D,,GRY,V603215,IL,701 N. Sacramento,(773) 265-7605,6799028
11/26/2014,CHEV,2D,,GRY,X931021,IL,10300 S. Doty,(773) 568-8495,2750812
11/26/2014,CHEV,4D,,BLK,BCF9764,TX,10300 S. Doty,(773) 568-8495,2750794
11/26/2014,CHEV,4D,,ONG,S654881,IL,10300 S. Doty,(773) 568-8495,2750787
11/26/2014,CHEV,4D,,WHI,281267,IL,701 N. Sacramento,(773) 265-7605,6799007
11/26/2014,CHEV,4D,IMP,TAN,R428710,IL,701 N. Sacramento,(773) 265-7605,6799037
11/26/2014,CHEV,4D,,SIL,V240284,IL,10300 S. Doty,(773) 568-8495,2750781
11/26/2014,CHEV,4D,,GRN,L753664,IL,10300 S. Doty,(773) 568-8495,2750801
11/26/2014,CHEV,4D,,ONG,S654881,IL,10300 S. Doty,(773) 568-8495,2750787
11/26/2014,CHEV,LL,,GRN,R619339,IL,10300 S. Doty,(773) 568-8495,2750757
11/26/2014,CHEV,LL,TK,WHI,688R331,IL,10300 S. Doty,(773) 568-8495,2750837
11/26/2014,CHEV,PK,,RED,,IL,701 N. Sacramento,(773) 265-7605,6798994
11/26/2014,CHEV,VN,,MAR,S391720,IL,10300 S. Doty,(773) 568-8495,2750816
11/26/2014,CHRY,2D,,BLK,E153884,IL,10300 S. Doty,(773) 568-8495,2750760
11/26/2014,DODG,2D,,SIL,N230052,IL,10300 S. Doty,(773) 568-8495,2750767
11/26/2014,DODG,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,8135
11/26/2014,DODG,4D,,WHI,V152344,IL,10300 S. Doty,(773) 568-8495,2750796
11/26/2014,DODG,4D,,RED,V751086,IL,10300 S. Doty,(773) 568-8495,2750753
11/26/2014,DODG,4D,,GLD,S761638,IL,10300 S. Doty,(773) 568-8495,2750785
11/26/2014,DODG,LL,,BLU,S220121,IL,701 N. Sacramento,(773) 265-7605,6799017
11/26/2014,FORD,4D,,GRY,S826154,IL,10300 S. Doty,(773) 568-8495,2750819
11/26/2014,FORD,4D,,GRY,L312433,IL,701 N. Sacramento,(773) 265-7605,6799019
11/26/2014,FORD,4D,,BLU,N660607,IL,10300 S. Doty,(773) 568-8495,2750765
11/26/2014,FORD,4D,,BLK,V129127,IL,10300 S. Doty,(773) 568-8495,2750764
11/26/2014,FORD,CB,TK,WHI,369666D,IL,10300 S. Doty,(773) 785-9752,1714887
11/26/2014,FORD,LL,,WHI,N940889,IL,10300 S. Doty,(773) 568-8495,2750793
11/26/2014,FORD,LL,TK,WHI,L769275,IL,701 N. Sacramento,(773) 265-7605,6799005
11/26/2014,FORD,VC,,WHI,1171400B,IL,701 N. Sacramento,(773) 265-7605,6799045
11/26/2014,FORD,VN,,GRY,,IN,701 N. Sacramento,(773) 265-7605,6799038
11/26/2014,FORD,,,SIL,421R391,IL,10300 S. Doty,(773) 568-8495,1407830
11/26/2014,GEO,4D,,BLU,S675090,IL,701 N. Sacramento,(773) 265-7605,6799009
11/26/2014,GMC,LL,,WHI,S806662,IL,10300 S. Doty,(773) 568-8495,2750778
11/26/2014,HOND,4D,,WHI,S678592,IL,10300 S. Doty,(773) 568-8495,2750814
11/26/2014,HOND,LL,,MAR,R721345,IL,10300 S. Doty,(773) 568-8495,2750803
11/26/2014,HYUN,LL,,WHI,,,701 N. Sacramento,(773) 265-7605,6799036
11/26/2014,JEEP,LL,,ONG,P565576,IL,10300 S. Doty,(773) 568-8495,2750775
11/26/2014,JEEP,LL,,SIL,L756062,IL,10300 S. Doty,(773) 785-9752,1714886
11/26/2014,JEEP,LL,,BRO,762LTD,IN,10300 S. Doty,(773) 568-8495,2750779
11/26/2014,JEEP,LL,,GRY,N336565,IL,701 N. Sacramento,(773) 265-7605,6798995
11/26/2014,KIA,4D,,WHI,S925846,IL,701 N. Sacramento,(773) 265-7605,6799042
11/26/2014,KIA,VN,,WHI,V517678,IL,701 N. Sacramento,(773) 265-7605,6799016
11/26/2014,LINC,4D,,BRZ,S779067,IL,701 N. Sacramento,(773) 265-7605,6799046
11/26/2014,LINC,4D,,TAN,647R070,IL,701 N. Sacramento,(773) 265-7605,6799031
11/26/2014,MAZD,4D,,MAR,V601096,IL,10300 S. Doty,(773) 568-8495,2750789
11/26/2014,MERC,4D,,GRN,6895533,IL,701 N. Sacramento,(773) 265-7605,6799000
11/26/2014,MERC,4D,,WHI,S105588,IL,10300 S. Doty,(773) 568-8495,2750841
11/26/2014,MERC,4D,,GLD,R219409,IL,701 N. Sacramento,(773) 265-7605,6799014
11/26/2014,MERC,LL,,BLU,S481171,IL,10300 S. Doty,(773) 568-8495,2750825
11/26/2014,MERZ,2D,,GRY,,IL,701 N. Sacramento,(773) 265-1846,1532945
11/26/2014,NISS,4D,SEN,SIL,,,10300 S. Doty,(773) 568-8495,2750831
11/26/2014,NISS,4D,,WHI,E411766,IL,701 N. Sacramento,(773) 265-7605,6799027
11/26/2014,NISS,4D,,GLD,N939341,IL,10300 S. Doty,(773) 568-8495,2750791
11/26/2014,OLDS,4D,,GRN,H702554,IL,10300 S. Doty,(773) 568-8495,2750769
11/26/2014,OLDS,4D,,BLK,206R337,IL,701 N. Sacramento,(773) 265-7605,6798989
11/26/2014,OLDS,4D,,BLK,S663372,IL,701 N. Sacramento,(773) 265-7605,6798996
11/26/2014,PONT,2D,,BLU,V612026,IL,400 E. Lower Wacker,(312) 744-7550,917552
11/26/2014,PONT,4D,,RED,S482653,IL,10300 S. Doty,(773) 568-8495,2750755
11/26/2014,PONT,4D,,RED,556R223,IL,10300 S. Doty,(773) 785-9752,1714883
11/26/2014,SATR,4D,,MAR,L920672,IL,10300 S. Doty,(773) 568-8495,2750802
11/26/2014,TOYT,2D,,GRN,V355522,IL,10300 S. Doty,(773) 568-8495,2750750
11/26/2014,TOYT,4D,,GRN,V355157,IL,10300 S. Doty,(773) 568-8495,2750811
11/26/2014,TOYT,4D,,TAN,S868851,IL,10300 S. Doty,(773) 568-8495,2750761
11/26/2014,VOLK,4D,JET,GRN,V238173,IL,10300 S. Doty,(773) 568-8495,2750832
11/25/2014,BUIC,4D,,GRN,V512408,IL,10300 S. Doty,(773) 568-8495,2750725
11/25/2014,BUIC,4D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2750734
11/25/2014,BUIC,LL,,GLD,S857854,IL,701 N. Sacramento,(773) 265-7605,6798983
11/25/2014,CHEV,4D,,GRY,V955117,IL,10300 S. Doty,(773) 568-8495,2750710
11/25/2014,CHEV,LL,TK,GRN,S880993,IL,10300 S. Doty,(773) 568-8495,2750724
11/25/2014,CHEV,VN,TK,TAN,P407990,IL,10300 S. Doty,(773) 568-8495,2750741
11/25/2014,CHEV,VN,,BLU,G576744,IL,10300 S. Doty,(773) 568-8495,2750729
11/25/2014,CHEV,VN,,WHI,,IL,701 N. Sacramento,(773) 265-7605,6798946
11/25/2014,CHRY,4D,,TAN,L928604,IL,10300 S. Doty,(773) 568-8495,1407826
11/25/2014,DODG,4D,,BLK,S495264,IL,701 N. Sacramento,(773) 265-7605,6798973
11/25/2014,FORD,LL,,GRN,S480515,IL,701 N. Sacramento,(773) 265-7605,6798985
11/25/2014,FORD,LL,TK,GRN,848P743,IL,10300 S. Doty,(773) 568-8495,2750711
11/25/2014,FORD,LL,,BRO,V679692,IL,701 N. Sacramento,(773) 265-7605,6798982
11/25/2014,FORD,VN,,PLE,S124445,IL,10300 S. Doty,(773) 568-8495,2750745
11/25/2014,FORD,VN,,TAN,2750169,IL,701 N. Sacramento,(773) 265-7605,6798972
11/25/2014,HOND,2D,,BLK,716R500,IL,10300 S. Doty,(773) 568-8495,2750716
11/25/2014,HOND,2D,,BLK,S405688,IL,701 N. Sacramento,(773) 265-7605,6798971
11/25/2014,HOND,2D,,GRY,663R053,IL,701 N. Sacramento,(773) 265-7605,6798963
11/25/2014,HOND,4D,,BLK,845AZX,IN,701 N. Sacramento,(773) 265-7605,6798967
11/25/2014,LINC,4D,,WHI,N163543,IL,701 N. Sacramento,(773) 265-7605,6798958
11/25/2014,LINC,4D,,BLK,R232213,IL,10300 S. Doty,(773) 568-8495,2750717
11/25/2014,NISS,2D,,BLU,N804274,IL,701 N. Sacramento,(773) 265-7605,6798970
11/25/2014,NISS,4D,,WHI,R489568,IL,10300 S. Doty,(773) 568-8495,2750731
11/25/2014,NISS,4D,,BLU,R952772,IL,10300 S. Doty,(773) 568-8495,2750727
11/25/2014,OLDS,2D,,GLD,922P180,IL,10300 S. Doty,(773) 568-8495,2750721
11/25/2014,OLDS,2T,,BLU,E379667,IL,10300 S. Doty,(773) 568-8495,2750744
11/25/2014,OLDS,VN,TK,BLU,S779617,IL,701 N. Sacramento,(773) 265-7605,6798950
11/25/2014,PLYM,VN,TK,GRN,,IL,701 N. Sacramento,(773) 265-7605,6798960
11/25/2014,PONT,VN,TK,GLD,V756327,IL,701 N. Sacramento,(773) 265-7605,6798947
11/25/2014,TOYT,4D,,WHI,9391470,IL,701 N. Sacramento,(773) 265-7605,6798961
11/25/2014,TOYT,4D,,GRY,E214212,IL,701 N. Sacramento,(773) 265-7605,6798966
11/25/2014,TOYT,4D,,SIL,N486485,IL,701 N. Sacramento,(773) 265-7605,6798964
11/25/2014,,,,,,,10300 S. Doty,(773) 568-8495,2750740
11/24/2014,AUDI,4D,,BLK,N486409,IL,701 N. Sacramento,(773) 265-7605,6798943
11/24/2014,BMW,4D,,SIL,R400277,IL,701 N. Sacramento,(773) 265-7605,6798893
11/24/2014,BMW,4D,,GRY,V734538,IL,701 N. Sacramento,(773) 265-7605,6798879
11/24/2014,BUIC,4D,,WHI,,IL,701 N. Sacramento,(773) 265-7605,6798940
11/24/2014,CADI,4D,,WHI,V828549,IL,10300 S. Doty,(773) 568-8495,2750707
11/24/2014,CHEV,2D,,BLU,L935799,IL,10300 S. Doty,(773) 568-8495 ,2750674
11/24/2014,CHEV,4D,,GRY,R895801,IL,701 N. Sacramento,(773) 265-7605,6798884
11/24/2014,CHEV,4D,,TAN,V840660,IL,10300 S. Doty,(773) 568-8495,2750698
